"","Name","position","AB","R","HR","RBI","SB","AVG","adjusted_points","dollar_value"
"3371","Rio Ruiz","dh",1,0,0,0,0,0.2,-15.65,-49.24
"3504","Wade Hinkle","dh",1,0,0,0,0,0.2,-15.65,-49.24
"4056","Brennan Middleton","dh",1,0,0,0,0,0.2,-15.65,-49.24
"2325","Cito Culver","shortstop",1,0,0,0,0,0.173,-15.68,-49.33
"2336","Dickie Thon","shortstop",1,0,0,0,0,0.173,-15.68,-49.33
"2475","Jose Fernandez","shortstop",1,0,0,0,0,0.173,-15.68,-49.33
"3046","Erik Forgione","shortstop",1,0,0,0,0,0.173,-15.68,-49.33
"3654","Amed Rosario","shortstop",1,0,0,0,0,0.173,-15.68,-49.33
"3729","Luis Gonzalez","shortstop",1,0,0,0,0,0.173,-15.68,-49.33
"3852","Gregory Munoz","shortstop",1,0,0,0,0,0.173,-15.68,-49.33
"4223","Luis Silva","shortstop",1,0,0,0,0,0.173,-15.68,-49.33
"4336","Codey Mcelroy","shortstop",1,0,0,0,0,0.173,-15.68,-49.33
"4366","Dayne Parker","shortstop",1,0,0,0,0,0.173,-15.68,-49.33
"1177","Richard Lucas","dh",1,0,0,0,0,0.199,-15.7,-49.39
"1336","Jeremy Farrell","dh",1,0,0,0,0,0.199,-15.7,-49.39
"1541","David Renfroe","dh",1,0,0,0,0,0.199,-15.7,-49.39
"1588","Tim Morris","dh",1,0,0,0,0,0.199,-15.7,-49.39
"1995","Jose Amador","dh",1,0,0,0,0,0.199,-15.7,-49.39
"2071","Ryan Pineda","dh",1,0,0,0,0,0.199,-15.7,-49.39
"2268","Jean Carlos Valdez","dh",1,0,0,0,0,0.199,-15.7,-49.39
"2752","Mauricio Ramos","dh",1,0,0,0,0,0.199,-15.7,-49.39
"2994","Brian Anderson","dh",1,0,0,0,0,0.199,-15.7,-49.39
"2995","Austin Davidson","dh",1,0,0,0,0,0.199,-15.7,-49.39
"3139","Rudy Flores","dh",1,0,0,0,0,0.199,-15.7,-49.39
"3145","Ryan Dalton","dh",1,0,0,0,0,0.199,-15.7,-49.39
"3464","Sherman Johnson","dh",1,0,0,0,0,0.199,-15.7,-49.39
"3545","Nikolas Balog","dh",1,0,0,0,0,0.199,-15.7,-49.39
"3595","Jose Luna","dh",1,0,0,0,0,0.199,-15.7,-49.39
"4292","Chesny Young","dh",1,0,0,0,0,0.199,-15.7,-49.39
"1837","Dimas Ponce","shortstop",1,0,0,0,0,0.172,-15.72,-49.47
"2244","Jonathan Suero","shortstop",1,0,0,0,0,0.172,-15.72,-49.47
"2274","Pedro Ruiz","shortstop",1,0,0,0,0,0.172,-15.72,-49.47
"2725","Yonathan Mendoza","shortstop",1,0,0,0,0,0.172,-15.72,-49.47
"3209","Eliezer Alvarez","shortstop",1,0,0,0,0,0.172,-15.72,-49.47
"3228","Angel Aguilar","shortstop",1,0,0,0,0,0.172,-15.72,-49.47
"3788","Hugo Arrocha","shortstop",1,0,0,0,0,0.172,-15.72,-49.47
"3853","Yeudi Grullon","shortstop",1,0,0,0,0,0.172,-15.72,-49.47
"4021","Tyler Shryock","shortstop",1,0,0,0,0,0.172,-15.72,-49.47
"4198","Adrian Valerio","shortstop",1,0,0,0,0,0.172,-15.72,-49.47
"4224","Yeyson Yrizarri","shortstop",1,0,0,0,0,0.172,-15.72,-49.47
"884","Pedro Diaz","dh",1,0,0,0,0,0.198,-15.74,-49.53
"1435","Carter Bell","dh",1,0,0,0,0,0.198,-15.74,-49.53
"2051","Ryan Cuneo","dh",1,0,0,0,0,0.198,-15.74,-49.53
"2125","Ross Wilson","dh",1,0,0,0,0,0.198,-15.74,-49.53
"2432","William Beckwith","dh",1,0,0,0,0,0.198,-15.74,-49.53
"2591","Steven Proscia","dh",1,0,0,0,0,0.198,-15.74,-49.53
"2739","Edwin Espinal","dh",1,0,0,0,0,0.198,-15.74,-49.53
"2944","Jean Batista","dh",1,0,0,0,0,0.198,-15.74,-49.53
"3432","Correlle Prime","dh",1,0,0,0,0,0.198,-15.74,-49.53
"3571","Matt Foat","dh",1,0,0,0,0,0.198,-15.74,-49.53
"3994","Zach Shank","dh",1,0,0,0,0,0.198,-15.74,-49.53
"4054","Eric Aguilera","dh",1,0,0,0,0,0.198,-15.74,-49.53
"2700","Rafael Fernandez","shortstop",1,0,0,0,0,0.171,-15.77,-49.62
"2721","Juan Santana","shortstop",1,0,0,0,0,0.171,-15.77,-49.62
"2753","Jecksson Flores","shortstop",1,0,0,0,0,0.171,-15.77,-49.62
"3194","Juan Moreno","shortstop",1,0,0,0,0,0.171,-15.77,-49.62
"3369","Jose Munoz","shortstop",1,0,0,0,0,0.171,-15.77,-49.62
"3605","Erick Mejia","shortstop",1,0,0,0,0,0.171,-15.77,-49.62
"3681","Frandy Delarosa","shortstop",1,0,0,0,0,0.171,-15.77,-49.62
"3733","Guillermo Salas","shortstop",1,0,0,0,0,0.171,-15.77,-49.62
"3916","Nelson Molina","shortstop",1,0,0,0,0,0.171,-15.77,-49.62
"4133","Ricardo Perez","shortstop",1,0,0,0,0,0.171,-15.77,-49.62
"4212","Ramon Beltre","shortstop",1,0,0,0,0,0.171,-15.77,-49.62
"4273","Yeffry De Aza","shortstop",1,0,0,0,0,0.171,-15.77,-49.62
"892","Sharnol Adriana","dh",1,0,0,0,0,0.197,-15.78,-49.67
"1415","Nino Leyja","dh",1,0,0,0,0,0.197,-15.78,-49.67
"1994","Ivan Bellazetin","dh",1,0,0,0,0,0.197,-15.78,-49.67
"1997","Felipe Gutierrez","dh",1,0,0,0,0,0.197,-15.78,-49.67
"2656","Jordan Steranka","dh",1,0,0,0,0,0.197,-15.78,-49.67
"2713","Renato Nunez","dh",1,0,0,0,0,0.197,-15.78,-49.67
"2885","Nick Delmonico","dh",1,0,0,0,0,0.197,-15.78,-49.67
"3650","Victor Mendoza","dh",1,0,0,0,0,0.197,-15.78,-49.67
"3922","James Yezzo","dh",1,0,0,0,0,0.197,-15.78,-49.67
"4308","Seth Spivey","dh",1,0,0,0,0,0.197,-15.78,-49.67
"2255","Noe Berroa","shortstop",1,0,0,0,0,0.17,-15.81,-49.76
"2316","Wendell Soto","shortstop",1,0,0,0,0,0.17,-15.81,-49.76
"2733","Carlos Penalver","shortstop",1,0,0,0,0,0.17,-15.81,-49.76
"2899","Varonex Cuevas","shortstop",1,0,0,0,0,0.17,-15.81,-49.76
"3240","Bryant Flete","shortstop",1,0,0,0,0,0.17,-15.81,-49.76
"3749","Javier Guerra","shortstop",1,0,0,0,0,0.17,-15.81,-49.76
"3810","Allen Cordoba","shortstop",1,0,0,0,0,0.17,-15.81,-49.76
"3908","Aaron Blanton","shortstop",1,0,0,0,0,0.17,-15.81,-49.76
"4134","Anthony Pereira","shortstop",1,0,0,0,0,0.17,-15.81,-49.76
"4188","Marcos Almonte","shortstop",1,0,0,0,0,0.17,-15.81,-49.76
"4235","Anderson Franco","shortstop",1,0,0,0,0,0.17,-15.81,-49.76
"879","Carlos Sievers","dh",1,0,0,0,0,0.196,-15.83,-49.82
"956","Daniel Fornes","dh",1,0,0,0,0,0.196,-15.83,-49.82
"1359","Jason Esposito","dh",1,0,0,0,0,0.196,-15.83,-49.82
"1471","Josh Mazzola","dh",1,0,0,0,0,0.196,-15.83,-49.82
"1628","Josef Terry","dh",1,0,0,0,0,0.196,-15.83,-49.82
"1816","Hendry Jimenez","dh",1,0,0,0,0,0.196,-15.83,-49.82
"2370","Phil Wunderlich","dh",1,0,0,0,0,0.196,-15.83,-49.82
"3716","Santos Infante","outfield",1,0,0,0,0,0.136,-15.85,-49.9
"2448","Dillon Moyer","shortstop",1,0,0,0,0,0.169,-15.85,-49.9
"2767","Ronny Mejias","shortstop",1,0,0,0,0,0.169,-15.85,-49.9
"2986","Justin Boudreaux","shortstop",1,0,0,0,0,0.169,-15.85,-49.9
"3275","Angel Jimenez","shortstop",1,0,0,0,0,0.169,-15.85,-49.9
"3690","Grofi Cruz","shortstop",1,0,0,0,0,0.169,-15.85,-49.9
"4229","Carlos Tovar","shortstop",1,0,0,0,0,0.169,-15.85,-49.9
"4245","Melvin Mezquita","shortstop",1,0,0,0,0,0.169,-15.85,-49.9
"4259","Cole Tucker","shortstop",1,0,0,0,0,0.169,-15.85,-49.9
"1635","Jakob Dalfonso","dh",1,0,0,0,0,0.195,-15.87,-49.96
"1767","Drew Hillman","dh",1,0,0,0,0,0.195,-15.87,-49.96
"1904","Daniel Mateo","dh",1,0,0,0,0,0.195,-15.87,-49.96
"1924","Felix Munoz","dh",1,0,0,0,0,0.195,-15.87,-49.96
"2162","Tony Thompson","dh",1,0,0,0,0,0.195,-15.87,-49.96
"2663","Cal Towey","dh",1,0,0,0,0,0.195,-15.87,-49.96
"3155","Mason Katz","dh",1,0,0,0,0,0.195,-15.87,-49.96
"3185","Jose Zambrano","dh",1,0,0,0,0,0.195,-15.87,-49.96
"3417","River Stevens","dh",1,0,0,0,0,0.195,-15.87,-49.96
"3998","George Roberts","dh",1,0,0,0,0,0.195,-15.87,-49.96
"4111","Marty Herum","dh",1,0,0,0,0,0.195,-15.87,-49.96
"4334","Sam Bumpers","dh",1,0,0,0,0,0.195,-15.87,-49.96
"2239","Ramses Pena","shortstop",1,0,0,0,0,0.168,-15.9,-50.05
"2793","Christopher Tamarez","shortstop",1,0,0,0,0,0.168,-15.9,-50.05
"2929","Tyler Greene","shortstop",1,0,0,0,0,0.168,-15.9,-50.05
"3186","William Cuicas","shortstop",1,0,0,0,0,0.168,-15.9,-50.05
"3317","Bill Pujols","shortstop",1,0,0,0,0,0.168,-15.9,-50.05
"3704","Jonathan Arias","shortstop",1,0,0,0,0,0.168,-15.9,-50.05
"3988","Jared Breen","shortstop",1,0,0,0,0,0.168,-15.9,-50.05
"622","Kevin Mattison","dh",1,0,0,0,0,0.194,-15.92,-50.1
"873","Sergio Palafox","dh",1,0,0,0,0,0.194,-15.92,-50.1
"1552","Chase Austin","dh",1,0,0,0,0,0.194,-15.92,-50.1
"1867","Jhonny Gomez","dh",1,0,0,0,0,0.194,-15.92,-50.1
"1919","Fidel Pena","dh",1,0,0,0,0,0.194,-15.92,-50.1
"2053","Cody Hawn","dh",1,0,0,0,0,0.194,-15.92,-50.1
"2472","Dominic Ficociello","dh",1,0,0,0,0,0.194,-15.92,-50.1
"2931","Jeremy Patton","dh",1,0,0,0,0,0.194,-15.92,-50.1
"3768","Luis Castro","dh",1,0,0,0,0,0.194,-15.92,-50.1
"3917","Brandon Bednar","dh",1,0,0,0,0,0.194,-15.92,-50.1
"4158","Brett Pirtle","dh",1,0,0,0,0,0.194,-15.92,-50.1
"2688","Jose Salazar","shortstop",1,0,0,0,0,0.167,-15.94,-50.19
"2696","Douglas Duran","shortstop",1,0,0,0,0,0.167,-15.94,-50.19
"3091","David Masters","shortstop",1,0,0,0,0,0.167,-15.94,-50.19
"3111","Jose Luis Javier","shortstop",1,0,0,0,0,0.167,-15.94,-50.19
"3256","Franchy Cordero","shortstop",1,0,0,0,0,0.167,-15.94,-50.19
"3395","Angel Ortega","shortstop",1,0,0,0,0,0.167,-15.94,-50.19
"3659","Adrian Alfaro","shortstop",1,0,0,0,0,0.167,-15.94,-50.19
"3820","Edwin Lora","shortstop",1,0,0,0,0,0.167,-15.94,-50.19
"3854","Oscar Mercado","shortstop",1,0,0,0,0,0.167,-15.94,-50.19
"3957","Christian Vazquez","shortstop",1,0,0,0,0,0.167,-15.94,-50.19
"4036","Jordan Cowan","shortstop",1,0,0,0,0,0.167,-15.94,-50.19
"1482","Brett Newsome","dh",1,0,0,0,0,0.193,-15.96,-50.25
"1905","Carlos Garcia","dh",1,0,0,0,0,0.193,-15.96,-50.25
"2055","Ross Heffley","dh",1,0,0,0,0,0.193,-15.96,-50.25
"2172","Harold Riggins","dh",1,0,0,0,0,0.193,-15.96,-50.25
"3179","Alberto Velasquez","dh",1,0,0,0,0,0.193,-15.96,-50.25
"3248","Alberti Chavez","dh",1,0,0,0,0,0.193,-15.96,-50.25
"3508","Mark Donato","dh",1,0,0,0,0,0.193,-15.96,-50.25
"3529","Benjamin Kline","dh",1,0,0,0,0,0.193,-15.96,-50.25
"4004","Rowdy Tellez","dh",1,0,0,0,0,0.193,-15.96,-50.25
"4011","Wesley Jones","dh",1,0,0,0,0,0.193,-15.96,-50.25
"4113","Antony Brito","dh",1,0,0,0,0,0.193,-15.96,-50.25
"4353","Hector Lorenzana","dh",1,0,0,0,0,0.193,-15.96,-50.25
"3862","Ivan Wilson","outfield",1,0,0,0,0,0.133,-15.98,-50.33
"2838","Brandon Martin","shortstop",1,0,0,0,0,0.166,-15.99,-50.33
"3268","Raul Samboy","shortstop",1,0,0,0,0,0.166,-15.99,-50.33
"3435","Jeremy Sy","shortstop",1,0,0,0,0,0.166,-15.99,-50.33
"3559","Hengerber Medina","shortstop",1,0,0,0,0,0.166,-15.99,-50.33
"3679","Daniel Leonardo","shortstop",1,0,0,0,0,0.166,-15.99,-50.33
"3709","Ray-Patrick Didder","shortstop",1,0,0,0,0,0.166,-15.99,-50.33
"3796","Kristian Trompiz","shortstop",1,0,0,0,0,0.166,-15.99,-50.33
"4108","Ronaldo Marrero","shortstop",1,0,0,0,0,0.166,-15.99,-50.33
"4172","Luis Carpio","shortstop",1,0,0,0,0,0.166,-15.99,-50.33
"885","Refugio Cervantes","dh",1,0,0,0,0,0.192,-16,-50.39
"1400","Jacob Kuebler","dh",1,0,0,0,0,0.192,-16,-50.39
"1950","Eric Avila","dh",1,0,0,0,0,0.192,-16,-50.39
"1958","Adan Velazquez","dh",1,0,0,0,0,0.192,-16,-50.39
"2459","Dominic D'Anna","dh",1,0,0,0,0,0.192,-16,-50.39
"2474","Brian Mcconkey","dh",1,0,0,0,0,0.192,-16,-50.39
"2556","Ronarsy Ledesma","dh",1,0,0,0,0,0.192,-16,-50.39
"2637","Tommy Coyle","dh",1,0,0,0,0,0.192,-16,-50.39
"3023","Chad Zurcher","dh",1,0,0,0,0,0.192,-16,-50.39
"3961","Timothy Locastro","dh",1,0,0,0,0,0.192,-16,-50.39
"4075","Samir Duenez","dh",1,0,0,0,0,0.192,-16,-50.39
"4300","Connor Spencer","dh",1,0,0,0,0,0.192,-16,-50.39
"2393","Angel Rojas","shortstop",1,0,0,0,0,0.165,-16.03,-50.48
"2674","Nick Urbanus","shortstop",1,0,0,0,0,0.165,-16.03,-50.48
"3090","Garrett Mattlage","shortstop",1,0,0,0,0,0.165,-16.03,-50.48
"3221","Javier Lopez","shortstop",1,0,0,0,0,0.165,-16.03,-50.48
"3281","Edwin Fuentes","shortstop",1,0,0,0,0,0.165,-16.03,-50.48
"3936","Edwin Diaz","shortstop",1,0,0,0,0,0.165,-16.03,-50.48
"3989","Cory Thompson","shortstop",1,0,0,0,0,0.165,-16.03,-50.48
"4209","Miguel Eladio","shortstop",1,0,0,0,0,0.165,-16.03,-50.48
"945","Roberto Saucedo","dh",1,0,0,0,0,0.191,-16.05,-50.53
"1208","Brandon Waring","dh",1,0,0,0,0,0.191,-16.05,-50.53
"1428","Harold Martinez","dh",1,0,0,0,0,0.191,-16.05,-50.53
"1514","Bobby Borchering","dh",1,0,0,0,0,0.191,-16.05,-50.53
"1681","Cody Stubbs","dh",1,0,0,0,0,0.191,-16.05,-50.53
"1833","Carlos Ramirez","dh",1,0,0,0,0,0.191,-16.05,-50.53
"2002","Jose Castaneda","dh",1,0,0,0,0,0.191,-16.05,-50.53
"2151","Travis Whitmore","dh",1,0,0,0,0,0.191,-16.05,-50.53
"2586","Creede Simpson","dh",1,0,0,0,0,0.191,-16.05,-50.53
"3010","A.J. Reed","dh",1,0,0,0,0,0.191,-16.05,-50.53
"3011","Jesse Wierzbicki","dh",1,0,0,0,0,0.191,-16.05,-50.53
"3283","Deiferson Barreto","dh",1,0,0,0,0,0.191,-16.05,-50.53
"3389","Andrew Pullin","dh",1,0,0,0,0,0.191,-16.05,-50.53
"3450","Bruce Caldwell","dh",1,0,0,0,0,0.191,-16.05,-50.53
"3491","Joel Licon","dh",1,0,0,0,0,0.191,-16.05,-50.53
"3213","Cristian Toribio","shortstop",1,0,0,0,0,0.164,-16.07,-50.62
"3270","Raymel Flores","shortstop",1,0,0,0,0,0.164,-16.07,-50.62
"3315","Victor Velasquez","shortstop",1,0,0,0,0,0.164,-16.07,-50.62
"3739","Joel Ramirez","shortstop",1,0,0,0,0,0.164,-16.07,-50.62
"973","Baltazar Lopez","dh",1,0,0,0,0,0.19,-16.09,-50.68
"1442","Sean Buckley","dh",1,0,0,0,0,0.19,-16.09,-50.68
"1914","Jonathan Quinonez","dh",1,0,0,0,0,0.19,-16.09,-50.68
"2214","Maximo Rivera","dh",1,0,0,0,0,0.19,-16.09,-50.68
"2302","Michael Antonio","dh",1,0,0,0,0,0.19,-16.09,-50.68
"2401","Wesley Cunningham","dh",1,0,0,0,0,0.19,-16.09,-50.68
"2734","Jeimer Candelario","dh",1,0,0,0,0,0.19,-16.09,-50.68
"2879","Jason King","dh",1,0,0,0,0,0.19,-16.09,-50.68
"3543","Miguel Andujar","dh",1,0,0,0,0,0.19,-16.09,-50.68
"3890","Garrett Cooper","dh",1,0,0,0,0,0.19,-16.09,-50.68
"4345","Joshua Banuelos","dh",1,0,0,0,0,0.19,-16.09,-50.68
"4359","Josh Fuentes","dh",1,0,0,0,0,0.19,-16.09,-50.68
"2745","Leon Canelon","shortstop",1,0,0,0,0,0.163,-16.12,-50.76
"2775","Francisco Sanchez","shortstop",1,0,0,0,0,0.163,-16.12,-50.76
"2970","Humberto Arteaga","shortstop",1,0,0,0,0,0.163,-16.12,-50.76
"3064","Chris Mariscal","shortstop",1,0,0,0,0,0.163,-16.12,-50.76
"4042","Justin Viele","shortstop",1,0,0,0,0,0.163,-16.12,-50.76
"4156","Vince Conde","shortstop",1,0,0,0,0,0.163,-16.12,-50.76
"4177","Manuel Geraldo","shortstop",1,0,0,0,0,0.163,-16.12,-50.76
"4222","Yan Sanchez","shortstop",1,0,0,0,0,0.163,-16.12,-50.76
"4267","Isan Diaz","shortstop",1,0,0,0,0,0.163,-16.12,-50.76
"4290","Austin Fisher","shortstop",1,0,0,0,0,0.163,-16.12,-50.76
"4331","Nate Robertson","shortstop",1,0,0,0,0,0.163,-16.12,-50.76
"875","Carlos Valencia","dh",1,0,0,0,0,0.189,-16.14,-50.82
"942","Jesus Rivera","dh",1,0,0,0,0,0.189,-16.14,-50.82
"1294","Edgar Garzon","dh",1,0,0,0,0,0.189,-16.14,-50.82
"1777","Jerome Pena","dh",1,0,0,0,0,0.189,-16.14,-50.82
"1855","Ismael Dionicio","dh",1,0,0,0,0,0.189,-16.14,-50.82
"2196","Joel Hutter","dh",1,0,0,0,0,0.189,-16.14,-50.82
"2219","Rafael Medina","dh",1,0,0,0,0,0.189,-16.14,-50.82
"2649","Mikey Reynolds","dh",1,0,0,0,0,0.189,-16.14,-50.82
"2750","Aneudis Peralta","dh",1,0,0,0,0,0.189,-16.14,-50.82
"2841","Tyler Goeddel","dh",1,0,0,0,0,0.189,-16.14,-50.82
"3086","Douglas Crumlich","dh",1,0,0,0,0,0.189,-16.14,-50.82
"3143","Austin Elkins","dh",1,0,0,0,0,0.189,-16.14,-50.82
"3441","Brett Wiley","dh",1,0,0,0,0,0.189,-16.14,-50.82
"4121","Mario Valdez","dh",1,0,0,0,0,0.189,-16.14,-50.82
"2570","Luis Caballero","shortstop",1,0,0,0,0,0.162,-16.16,-50.91
"3158","Mott Hyde","shortstop",1,0,0,0,0,0.162,-16.16,-50.91
"3246","Carlos Ozuna","shortstop",1,0,0,0,0,0.162,-16.16,-50.91
"4085","Sergio Alcantara","shortstop",1,0,0,0,0,0.162,-16.16,-50.91
"4296","Emmanuel Marrero","shortstop",1,0,0,0,0,0.162,-16.16,-50.91
"1739","Dan Canela","dh",1,0,0,0,0,0.188,-16.18,-50.97
"1814","Matthew Smith","dh",1,0,0,0,0,0.188,-16.18,-50.97
"1863","Anderson Feliz","dh",1,0,0,0,0,0.188,-16.18,-50.97
"2036","Aderlin Rodriguez","dh",1,0,0,0,0,0.188,-16.18,-50.97
"2227","Carlos Duran","dh",1,0,0,0,0,0.188,-16.18,-50.97
"2519","Ben Waldrip","dh",1,0,0,0,0,0.188,-16.18,-50.97
"2740","Rodney Polonia","dh",1,0,0,0,0,0.188,-16.18,-50.97
"3057","Kevin Taylor","dh",1,0,0,0,0,0.188,-16.18,-50.97
"3075","Christian Lopes","dh",1,0,0,0,0,0.188,-16.18,-50.97
"3382","Nick Basto","dh",1,0,0,0,0,0.188,-16.18,-50.97
"3488","Eric Grabe","dh",1,0,0,0,0,0.188,-16.18,-50.97
"3597","Gerald Chin","dh",1,0,0,0,0,0.188,-16.18,-50.97
"3847","Ryan Mcmahon","dh",1,0,0,0,0,0.188,-16.18,-50.97
"3885","Jamie Westbrook","dh",1,0,0,0,0,0.188,-16.18,-50.97
"3900","Jake Bauers","dh",1,0,0,0,0,0.188,-16.18,-50.97
"3948","Christian Stringer","dh",1,0,0,0,0,0.188,-16.18,-50.97
"4035","Adam Landecker","dh",1,0,0,0,0,0.188,-16.18,-50.97
"4078","Wendell Rijo","dh",1,0,0,0,0,0.188,-16.18,-50.97
"4367","Austin Anderson","dh",1,0,0,0,0,0.188,-16.18,-50.97
"2216","Alwin Delgado","shortstop",1,0,0,0,0,0.161,-16.21,-51.05
"4227","Garvis Lara","shortstop",1,0,0,0,0,0.161,-16.21,-51.05
"1861","Reymond Nunez","dh",1,0,0,0,0,0.187,-16.22,-51.11
"2272","Gabriel Quintana","dh",1,0,0,0,0,0.187,-16.22,-51.11
"2375","Michael Mosby","dh",1,0,0,0,0,0.187,-16.22,-51.11
"2452","Zhi Fang Pan","dh",1,0,0,0,0,0.187,-16.22,-51.11
"2482","Brian Ragira","dh",1,0,0,0,0,0.187,-16.22,-51.11
"2632","Levi Hyams","dh",1,0,0,0,0,0.187,-16.22,-51.11
"2689","Miguel Mendez","dh",1,0,0,0,0,0.187,-16.22,-51.11
"2967","Ben Thomas","dh",1,0,0,0,0,0.187,-16.22,-51.11
"3085","Carlos Munoz","dh",1,0,0,0,0,0.187,-16.22,-51.11
"3105","Deiber Olivera","dh",1,0,0,0,0,0.187,-16.22,-51.11
"3314","Henry Garcia","dh",1,0,0,0,0,0.187,-16.22,-51.11
"3434","Carlos Lopez","dh",1,0,0,0,0,0.187,-16.22,-51.11
"3457","Janluis Castro","dh",1,0,0,0,0,0.187,-16.22,-51.11
"3558","Brian Blasik","dh",1,0,0,0,0,0.187,-16.22,-51.11
"3614","Chase Mcdonald","dh",1,0,0,0,0,0.187,-16.22,-51.11
"3926","Erich Weiss","dh",1,0,0,0,0,0.187,-16.22,-51.11
"3981","Cody Dent","dh",1,0,0,0,0,0.187,-16.22,-51.11
"4000","Tanner Vavra","dh",1,0,0,0,0,0.187,-16.22,-51.11
"4199","Raul Siri","dh",1,0,0,0,0,0.187,-16.22,-51.11
"3855","Riley Unroe","shortstop",1,0,0,0,0,0.16,-16.25,-51.19
"4173","Yancarlos Baez","shortstop",1,0,0,0,0,0.16,-16.25,-51.19
"4204","Oliver Pascual","shortstop",1,0,0,0,0,0.16,-16.25,-51.19
"1564","Matt Helm","dh",1,0,0,0,0,0.186,-16.27,-51.25
"1714","Alex Gonzalez","dh",1,0,0,0,0,0.186,-16.27,-51.25
"1811","Mark Tracy","dh",1,0,0,0,0,0.186,-16.27,-51.25
"2112","Jose Martinez","dh",1,0,0,0,0,0.186,-16.27,-51.25
"2145","Ronnierd Garcia","dh",1,0,0,0,0,0.186,-16.27,-51.25
"2201","Bryan Haar","dh",1,0,0,0,0,0.186,-16.27,-51.25
"2724","Alexander Simon","dh",1,0,0,0,0,0.186,-16.27,-51.25
"2738","Richard Rodriguez","dh",1,0,0,0,0,0.186,-16.27,-51.25
"2773","Miguel Dilone","dh",1,0,0,0,0,0.186,-16.27,-51.25
"2866","Patrick Leonard","dh",1,0,0,0,0,0.186,-16.27,-51.25
"2875","J.D. Davis","dh",1,0,0,0,0,0.186,-16.27,-51.25
"2981","Matt Dean","dh",1,0,0,0,0,0.186,-16.27,-51.25
"3043","Christopher Lashmet","dh",1,0,0,0,0,0.186,-16.27,-51.25
"3561","Dalfis Ortiz","dh",1,0,0,0,0,0.186,-16.27,-51.25
"3873","Drew Ward","dh",1,0,0,0,0,0.186,-16.27,-51.25
"4153","Will Maddox","dh",1,0,0,0,0,0.186,-16.27,-51.25
"4236","Leisman Acosta","dh",1,0,0,0,0,0.186,-16.27,-51.25
"3279","Luis Reynoso","shortstop",1,0,0,0,0,0.159,-16.29,-51.34
"3666","Rayder Ascanio","shortstop",1,0,0,0,0,0.159,-16.29,-51.34
"4322","Alec Sole","shortstop",1,0,0,0,0,0.159,-16.29,-51.34
"1444","Jacob Rogers","dh",1,0,0,0,0,0.185,-16.31,-51.4
"1592","Connor Powers","dh",1,0,0,0,0,0.185,-16.31,-51.4
"1613","Casio Grider","dh",1,0,0,0,0,0.185,-16.31,-51.4
"1807","Juan Avila","dh",1,0,0,0,0,0.185,-16.31,-51.4
"2200","Frazier Hall","dh",1,0,0,0,0,0.185,-16.31,-51.4
"2400","Tyler Burnett","dh",1,0,0,0,0,0.185,-16.31,-51.4
"2501","Taylor Ard","dh",1,0,0,0,0,0.185,-16.31,-51.4
"2781","Diomedes Eusebio","dh",1,0,0,0,0,0.185,-16.31,-51.4
"3385","Timmy Lopes","dh",1,0,0,0,0,0.185,-16.31,-51.4
"3644","Ty Mcfarland","dh",1,0,0,0,0,0.185,-16.31,-51.4
"3968","Michael Schulze","dh",1,0,0,0,0,0.185,-16.31,-51.4
"4110","Offerman Collado","dh",1,0,0,0,0,0.185,-16.31,-51.4
"2779","Alfredo Reyes","shortstop",1,0,0,0,0,0.158,-16.34,-51.48
"3962","Thomas Lindauer","shortstop",1,0,0,0,0,0.158,-16.34,-51.48
"1618","David Washington","dh",1,0,0,0,0,0.184,-16.35,-51.54
"1715","Henry Moreno","dh",1,0,0,0,0,0.184,-16.35,-51.54
"1971","Rosario Irazoqui","dh",1,0,0,0,0,0.184,-16.35,-51.54
"2600","Jordan Leyland","dh",1,0,0,0,0,0.184,-16.35,-51.54
"2978","Casey Kalenkosky","dh",1,0,0,0,0,0.184,-16.35,-51.54
"2990","Dillon Hazlett","dh",1,0,0,0,0,0.184,-16.35,-51.54
"3368","Zachary Green","dh",1,0,0,0,0,0.184,-16.35,-51.54
"3412","Kevin Ross","dh",1,0,0,0,0,0.184,-16.35,-51.54
"3477","Zachary Voight","dh",1,0,0,0,0,0.184,-16.35,-51.54
"3685","Jean Carlo Rodriguez","dh",1,0,0,0,0,0.184,-16.35,-51.54
"1800","Justin Gonzalez","shortstop",1,0,0,0,0,0.157,-16.38,-51.62
"2236","Jairo Kelly","shortstop",1,0,0,0,0,0.157,-16.38,-51.62
"4163","Taylor Smart","shortstop",1,0,0,0,0,0.157,-16.38,-51.62
"4171","Rigoberto Terrazas","shortstop",1,0,0,0,0,0.157,-16.38,-51.62
"4217","Gabriel Ovalle","shortstop",1,0,0,0,0,0.157,-16.38,-51.62
"1719","Garrett Cannizaro","dh",1,0,0,0,0,0.183,-16.4,-51.68
"1878","Michael Soto","dh",1,0,0,0,0,0.183,-16.4,-51.68
"1896","Carlos Sanchez","dh",1,0,0,0,0,0.183,-16.4,-51.68
"1945","Dudley Leonora","dh",1,0,0,0,0,0.183,-16.4,-51.68
"2184","Jeff Reynolds","dh",1,0,0,0,0,0.183,-16.4,-51.68
"2197","Paul Hoenecke","dh",1,0,0,0,0,0.183,-16.4,-51.68
"2387","Jesse Bosnik","dh",1,0,0,0,0,0.183,-16.4,-51.68
"2405","Kevin Moesquit","dh",1,0,0,0,0,0.183,-16.4,-51.68
